datetime,symbol,open,high,low,close,volume
2023-05-02 20:30:00,NASDAQ:AAPL,170.09,170.35,167.54,168.54,48425696.0
2023-05-03 20:30:00,NASDAQ:AAPL,169.5,170.92,167.16,167.45,65136018.0
2023-05-04 20:30:00,NASDAQ:AAPL,164.89,167.04,164.31,165.79,81235427.0
2023-05-05 20:30:00,NASDAQ:AAPL,170.975,174.3,170.76,173.57,113453171.0
2023-05-08 20:30:00,NASDAQ:AAPL,172.48,173.85,172.11,173.5,55962793.0
2023-05-09 20:30:00,NASDAQ:AAPL,173.05,173.54,171.6,171.77,45326874.0
2023-05-10 20:30:00,NASDAQ:AAPL,173.02,174.03,171.9,173.555,53724501.0
2023-05-11 20:30:00,NASDAQ:AAPL,173.85,174.59,172.17,173.75,49514676.0
2023-05-12 20:30:00,NASDAQ:AAPL,173.62,174.06,171.0,172.57,45533138.0
2023-05-15 20:30:00,NASDAQ:AAPL,173.16,173.21,171.47,172.07,37266659.0
2023-05-16 20:30:00,NASDAQ:AAPL,171.99,173.1383,171.7991,172.07,42110293.0
2023-05-17 20:30:00,NASDAQ:AAPL,171.71,172.925,170.4201,172.69,57951604.0
2023-05-18 20:30:00,NASDAQ:AAPL,173.0,175.24,172.58,175.05,65496657.0
2023-05-19 20:30:00,NASDAQ:AAPL,176.39,176.39,174.94,175.16,55809475.0
2023-05-22 20:30:00,NASDAQ:AAPL,173.98,174.71,173.45,174.2,43570932.0
2023-05-23 20:30:00,NASDAQ:AAPL,173.13,173.3794,171.275,171.56,50747263.0
2023-05-24 20:30:00,NASDAQ:AAPL,171.09,172.4183,170.52,171.84,45143488.0
2023-05-25 20:30:00,NASDAQ:AAPL,172.41,173.895,171.69,172.99,56058258.0
2023-05-26 20:30:00,NASDAQ:AAPL,173.32,175.77,173.11,175.43,54834975.0
2023-05-30 20:30:00,NASDAQ:AAPL,176.96,178.99,176.57,177.3,55964401.0
2023-05-31 20:30:00,NASDAQ:AAPL,177.325,179.35,176.76,177.25,99625288.0
2023-06-01 20:30:00,NASDAQ:AAPL,177.7,180.12,176.9306,180.09,68901809.0
2023-06-02 20:30:00,NASDAQ:AAPL,181.03,181.78,179.26,180.95,61996913.0
2023-06-05 20:30:00,NASDAQ:AAPL,182.63,184.951,178.035,179.58,121946497.0
2023-06-06 20:30:00,NASDAQ:AAPL,179.965,180.12,177.43,179.21,64848374.0
2023-06-07 20:30:00,NASDAQ:AAPL,178.44,181.21,177.32,177.82,61944615.0
2023-06-08 20:30:00,NASDAQ:AAPL,177.895,180.84,177.46,180.57,50214881.0
2023-06-09 20:30:00,NASDAQ:AAPL,181.5,182.23,180.63,180.96,48899973.0
2023-06-12 20:30:00,NASDAQ:AAPL,181.27,183.89,180.97,183.79,54754995.0
2023-06-13 20:30:00,NASDAQ:AAPL,182.8,184.15,182.44,183.31,54929129.0
2023-06-14 20:30:00,NASDAQ:AAPL,183.37,184.39,182.02,183.95,57462882.0
2023-06-15 20:30:00,NASDAQ:AAPL,183.96,186.52,183.78,186.01,65433166.0
2023-06-16 20:30:00,NASDAQ:AAPL,186.73,186.99,184.27,184.92,101256225.0
2023-06-20 20:30:00,NASDAQ:AAPL,184.41,186.1,184.41,185.01,49799092.0
2023-06-21 20:30:00,NASDAQ:AAPL,184.9,185.41,182.5901,183.96,49515697.0
2023-06-22 20:30:00,NASDAQ:AAPL,183.74,187.045,183.67,187.0,51245327.0
2023-06-23 20:30:00,NASDAQ:AAPL,185.55,187.56,185.01,186.68,53116996.0
2023-06-26 20:30:00,NASDAQ:AAPL,186.83,188.05,185.23,185.27,48088661.0
2023-06-27 20:30:00,NASDAQ:AAPL,185.89,188.39,185.67,188.06,50730846.0
2023-06-28 20:30:00,NASDAQ:AAPL,187.93,189.9,187.6,189.25,51216801.0
2023-06-29 20:30:00,NASDAQ:AAPL,189.08,190.07,188.94,189.59,46347308.0
2023-06-30 20:30:00,NASDAQ:AAPL,191.63,194.48,191.26,193.97,85213216.0
2023-07-03 20:30:00,NASDAQ:AAPL,193.78,193.88,191.76,192.46,31458198.0
2023-07-05 20:30:00,NASDAQ:AAPL,191.565,192.98,190.62,191.33,46920261.0
2023-07-06 20:30:00,NASDAQ:AAPL,189.84,192.02,189.2,191.81,45156009.0
2023-07-07 20:30:00,NASDAQ:AAPL,191.41,192.67,190.24,190.68,46814998.0
2023-07-10 20:30:00,NASDAQ:AAPL,189.26,189.99,187.035,188.61,59922163.0
2023-07-11 20:30:00,NASDAQ:AAPL,189.16,189.3,186.6,188.08,46638119.0
2023-07-12 20:30:00,NASDAQ:AAPL,189.68,191.7,188.47,189.77,60750248.0
2023-07-13 20:30:00,NASDAQ:AAPL,190.5,191.19,189.78,190.54,41342338.0
2023-07-14 20:30:00,NASDAQ:AAPL,190.23,191.1799,189.63,190.69,41616242.0
2023-07-17 20:30:00,NASDAQ:AAPL,191.9,194.32,191.81,193.99,50520159.0
2023-07-18 20:30:00,NASDAQ:AAPL,193.35,194.33,192.415,193.73,48353774.0
2023-07-19 20:30:00,NASDAQ:AAPL,193.1,198.23,192.65,195.1,80507323.0
2023-07-20 20:30:00,NASDAQ:AAPL,195.09,196.47,192.495,193.13,59581196.0
2023-07-21 20:30:00,NASDAQ:AAPL,194.1,194.97,191.23,191.94,71951683.0
2023-07-24 20:30:00,NASDAQ:AAPL,193.41,194.91,192.25,192.75,45505097.0
2023-07-25 20:30:00,NASDAQ:AAPL,193.33,194.44,192.915,193.62,37283201.0
2023-07-26 20:30:00,NASDAQ:AAPL,193.67,195.64,193.32,194.5,47471868.0
2023-07-27 20:30:00,NASDAQ:AAPL,196.02,197.2,192.55,193.22,47460180.0
2023-07-28 20:30:00,NASDAQ:AAPL,194.67,196.626,194.14,195.83,48291443.0
2023-07-31 20:30:00,NASDAQ:AAPL,196.06,196.49,195.26,196.45,38824113.0
2023-08-01 20:30:00,NASDAQ:AAPL,196.235,196.73,195.28,195.605,35281426.0
2023-08-02 20:30:00,NASDAQ:AAPL,195.04,195.18,191.8507,192.58,50389327.0
2023-08-03 20:30:00,NASDAQ:AAPL,191.57,192.37,190.69,191.17,62243282.0
2023-08-04 20:30:00,NASDAQ:AAPL,185.52,187.38,181.92,181.99,115956841.0
2023-08-07 20:30:00,NASDAQ:AAPL,182.13,183.13,177.35,178.85,97576069.0
2023-08-08 20:30:00,NASDAQ:AAPL,179.69,180.27,177.58,179.8,67823003.0
2023-08-09 20:30:00,NASDAQ:AAPL,180.87,180.93,177.01,178.19,60378492.0
2023-08-10 20:30:00,NASDAQ:AAPL,179.48,180.75,177.6,177.97,54686851.0
2023-08-11 20:30:00,NASDAQ:AAPL,177.32,178.62,176.55,177.79,52036672.0
2023-08-14 20:30:00,NASDAQ:AAPL,177.97,179.69,177.305,179.46,43675627.0
2023-08-15 20:30:00,NASDAQ:AAPL,178.88,179.48,177.05,177.45,43622593.0
2023-08-16 20:30:00,NASDAQ:AAPL,177.13,178.54,176.5,176.57,46964857.0
2023-08-17 20:30:00,NASDAQ:AAPL,177.14,177.5054,173.48,174.0,66062882.0
2023-08-18 20:30:00,NASDAQ:AAPL,172.3,175.1,171.96,174.49,61172150.0
2023-08-21 20:30:00,NASDAQ:AAPL,175.07,176.13,173.735,175.84,46311879.0
2023-08-22 20:30:00,NASDAQ:AAPL,177.06,177.68,176.25,177.23,42084245.0
2023-08-23 20:30:00,NASDAQ:AAPL,178.52,181.55,178.325,181.12,52722752.0
2023-08-24 20:30:00,NASDAQ:AAPL,180.674,181.104,176.01,176.38,54945798.0
2023-08-25 20:30:00,NASDAQ:AAPL,177.38,179.15,175.82,178.61,51449594.0
2023-08-28 20:30:00,NASDAQ:AAPL,180.09,180.59,178.545,180.19,43820697.0
2023-08-29 20:30:00,NASDAQ:AAPL,179.695,184.9,179.5,184.12,53003948.0
2023-08-30 20:30:00,NASDAQ:AAPL,184.94,187.85,184.74,187.65,60813888.0
2023-08-31 20:30:00,NASDAQ:AAPL,187.84,189.12,187.48,187.87,60794467.0
2023-09-01 20:30:00,NASDAQ:AAPL,189.485,189.92,188.28,189.46,45766503.0
2023-09-05 20:30:00,NASDAQ:AAPL,188.28,189.98,187.61,189.7,45280027.0
2023-09-06 20:30:00,NASDAQ:AAPL,188.4,188.85,181.47,182.91,81755816.0
2023-09-07 20:30:00,NASDAQ:AAPL,175.18,178.21,173.54,177.56,112488803.0
2023-09-08 20:30:00,NASDAQ:AAPL,178.35,180.239,177.79,178.18,65602066.0
2023-09-11 20:30:00,NASDAQ:AAPL,180.07,180.3,177.34,179.36,58953052.0
2023-09-12 20:30:00,NASDAQ:AAPL,179.49,180.13,174.82,176.3,90370192.0
2023-09-13 20:30:00,NASDAQ:AAPL,176.51,177.3,173.98,174.21,84267928.0
2023-09-14 20:30:00,NASDAQ:AAPL,174.0,176.1,173.58,175.74,60895757.0
2023-09-15 20:30:00,NASDAQ:AAPL,176.48,176.495,173.82,175.01,109259461.0
2023-09-18 20:30:00,NASDAQ:AAPL,176.48,179.38,176.17,177.97,67257573.0
2023-09-19 20:30:00,NASDAQ:AAPL,177.52,179.63,177.13,179.07,51826941.0
2023-09-20 20:30:00,NASDAQ:AAPL,179.26,179.695,175.4,175.49,58436181.0
2023-09-21 20:30:00,NASDAQ:AAPL,174.55,176.3,173.86,173.93,63149116.0
2023-09-22 20:30:00,NASDAQ:AAPL,174.67,177.079,174.05,174.79,56725385.0
2023-09-25 20:30:00,NASDAQ:AAPL,174.2,176.97,174.15,176.08,46172740.0
2023-09-26 20:30:00,NASDAQ:AAPL,174.82,175.2,171.66,171.96,64588945.0
2023-09-27 20:30:00,NASDAQ:AAPL,172.62,173.04,169.05,170.43,66921808.0
2023-09-28 20:30:00,NASDAQ:AAPL,169.34,172.03,167.62,170.69,56294419.0
2023-09-29 20:30:00,NASDAQ:AAPL,172.02,173.07,170.341,171.21,51861083.0
2023-10-02 20:30:00,NASDAQ:AAPL,171.22,174.3,170.93,173.75,52164535.0
2023-10-03 20:30:00,NASDAQ:AAPL,172.255,173.63,170.82,172.4,49594613.0
2023-10-04 20:30:00,NASDAQ:AAPL,171.09,174.21,170.97,173.66,53020286.0
2023-10-05 20:30:00,NASDAQ:AAPL,173.79,175.45,172.68,174.91,48527918.0
2023-10-06 20:30:00,NASDAQ:AAPL,173.8,177.99,173.18,177.49,57266675.0
2023-10-09 20:30:00,NASDAQ:AAPL,176.81,179.05,175.8,178.99,42390772.0
2023-10-10 20:30:00,NASDAQ:AAPL,178.1,179.72,177.95,178.39,43698019.0
2023-10-11 20:30:00,NASDAQ:AAPL,178.2,179.85,177.6,179.8,47551098.0
2023-10-12 20:30:00,NASDAQ:AAPL,180.07,182.34,179.04,180.71,56743119.0
2023-10-13 20:30:00,NASDAQ:AAPL,181.42,181.93,178.14,178.85,51456082.0
2023-10-16 20:30:00,NASDAQ:AAPL,176.75,179.075,176.51,178.72,52516984.0
2023-10-17 20:30:00,NASDAQ:AAPL,176.645,178.42,174.8,177.15,57549350.0
2023-10-18 20:30:00,NASDAQ:AAPL,175.58,177.575,175.11,175.84,54764375.0
2023-10-19 20:30:00,NASDAQ:AAPL,176.04,177.84,175.19,175.46,59302863.0
2023-10-20 20:30:00,NASDAQ:AAPL,175.31,175.42,172.64,172.88,64244028.0
2023-10-23 20:30:00,NASDAQ:AAPL,170.91,174.01,169.93,173.0,55980109.0
2023-10-24 20:30:00,NASDAQ:AAPL,173.05,173.67,171.45,173.44,43816644.0
2023-10-25 20:30:00,NASDAQ:AAPL,171.88,173.06,170.65,171.1,57156962.0
2023-10-26 20:30:00,NASDAQ:AAPL,170.37,171.3775,165.67,166.89,70625258.0
2023-10-27 20:30:00,NASDAQ:AAPL,166.91,168.96,166.83,168.22,58499129.0
2023-10-30 20:30:00,NASDAQ:AAPL,169.02,171.17,168.87,170.29,51130955.0
2023-10-31 20:30:00,NASDAQ:AAPL,169.35,170.9,167.9,170.77,44846017.0
2023-11-01 20:30:00,NASDAQ:AAPL,171.0,174.23,170.12,173.97,56934906.0
2023-11-02 20:30:00,NASDAQ:AAPL,175.52,177.78,175.46,177.57,77334752.0
2023-11-03 20:30:00,NASDAQ:AAPL,174.24,176.82,173.35,176.65,79829246.0
2023-11-06 21:30:00,NASDAQ:AAPL,176.38,179.43,176.21,179.23,63841310.0
2023-11-07 21:30:00,NASDAQ:AAPL,179.18,182.44,178.97,181.82,70529966.0
2023-11-08 21:30:00,NASDAQ:AAPL,182.35,183.45,181.59,182.89,49340282.0
2023-11-09 21:30:00,NASDAQ:AAPL,182.96,184.12,181.81,182.41,53763540.0
2023-11-10 21:30:00,NASDAQ:AAPL,183.97,186.565,183.53,186.4,66177922.0
2023-11-13 21:30:00,NASDAQ:AAPL,185.82,186.03,184.21,184.8,43627519.0
2023-11-14 21:30:00,NASDAQ:AAPL,187.7,188.11,186.3,187.44,60108378.0
2023-11-15 21:30:00,NASDAQ:AAPL,187.845,189.5,187.78,188.01,53790499.0
2023-11-16 21:30:00,NASDAQ:AAPL,189.57,190.96,188.65,189.71,54412915.0
2023-11-17 21:30:00,NASDAQ:AAPL,190.25,190.38,188.57,189.69,50941404.0
2023-11-20 21:30:00,NASDAQ:AAPL,189.89,191.905,189.88,191.45,46538614.0
2023-11-21 21:30:00,NASDAQ:AAPL,191.41,191.52,189.74,190.64,38134485.0
2023-11-22 21:30:00,NASDAQ:AAPL,191.49,192.93,190.825,191.31,39630011.0
2023-11-24 21:30:00,NASDAQ:AAPL,190.87,190.9,189.25,189.97,24048344.0
2023-11-27 21:30:00,NASDAQ:AAPL,189.92,190.67,188.9,189.79,40552609.0
2023-11-28 21:30:00,NASDAQ:AAPL,189.78,191.08,189.4,190.4,38415419.0
2023-11-29 21:30:00,NASDAQ:AAPL,190.9,192.09,188.97,189.37,43014224.0
2023-11-30 21:30:00,NASDAQ:AAPL,189.84,190.32,188.19,189.95,48794366.0
2023-12-01 21:30:00,NASDAQ:AAPL,190.33,191.56,189.23,191.24,45704823.0
2023-12-04 21:30:00,NASDAQ:AAPL,189.98,190.05,187.4511,189.43,43389519.0
2023-12-05 21:30:00,NASDAQ:AAPL,190.21,194.4,190.18,193.42,66628398.0
2023-12-06 21:30:00,NASDAQ:AAPL,194.45,194.76,192.11,192.32,41089737.0
2023-12-07 21:30:00,NASDAQ:AAPL,193.63,195.0,193.59,194.27,47477655.0
2023-12-08 21:30:00,NASDAQ:AAPL,194.2,195.99,193.67,195.71,53406358.0
2023-12-11 21:30:00,NASDAQ:AAPL,193.11,193.49,191.42,193.18,60943699.0
2023-12-12 21:30:00,NASDAQ:AAPL,193.08,194.72,191.721,194.71,52696900.0
2023-12-13 21:30:00,NASDAQ:AAPL,195.09,198.0,194.85,197.96,70404183.0
2023-12-14 21:30:00,NASDAQ:AAPL,198.02,199.62,196.16,198.11,66831572.0
2023-12-15 21:30:00,NASDAQ:AAPL,197.53,198.3999,197.0,197.57,128538401.0
2023-12-18 21:30:00,NASDAQ:AAPL,196.09,196.63,194.39,195.89,55751861.0
2023-12-19 21:30:00,NASDAQ:AAPL,196.16,196.95,195.89,196.94,40714051.0
2023-12-20 21:30:00,NASDAQ:AAPL,196.9,197.68,194.83,194.83,52242815.0
2023-12-21 21:30:00,NASDAQ:AAPL,196.1,197.08,193.5,194.68,46482549.0
2023-12-22 21:30:00,NASDAQ:AAPL,195.18,195.41,192.97,193.6,37149570.0
2023-12-26 21:30:00,NASDAQ:AAPL,193.61,193.89,192.83,193.05,28919310.0
2023-12-27 21:30:00,NASDAQ:AAPL,192.49,193.5,191.09,193.15,48087681.0
2023-12-28 21:30:00,NASDAQ:AAPL,194.14,194.66,193.17,193.58,34049898.0
2023-12-29 21:30:00,NASDAQ:AAPL,193.9,194.4,191.725,192.53,42672148.0
2024-01-02 21:30:00,NASDAQ:AAPL,187.15,188.44,183.885,185.64,82488674.0
2024-01-03 21:30:00,NASDAQ:AAPL,184.22,185.88,183.43,184.25,58414460.0
2024-01-04 21:30:00,NASDAQ:AAPL,182.15,183.0872,180.88,181.91,71983570.0
2024-01-05 21:30:00,NASDAQ:AAPL,181.99,182.76,180.17,181.18,62379661.0
2024-01-08 21:30:00,NASDAQ:AAPL,182.085,185.6,181.5,185.56,59144470.0
2024-01-09 21:30:00,NASDAQ:AAPL,183.92,185.15,182.73,185.14,42841809.0
2024-01-10 21:30:00,NASDAQ:AAPL,184.35,186.4,183.92,186.19,46792908.0
2024-01-11 21:30:00,NASDAQ:AAPL,186.54,187.05,183.62,185.59,49128408.0
2024-01-12 21:30:00,NASDAQ:AAPL,186.06,186.74,185.19,185.92,40477782.0
2024-01-16 21:30:00,NASDAQ:AAPL,182.16,184.26,180.934,183.63,65603041.0
2024-01-17 21:30:00,NASDAQ:AAPL,181.27,182.93,180.3,182.68,47317433.0
2024-01-18 21:30:00,NASDAQ:AAPL,186.09,189.14,185.83,188.63,78005754.0
2024-01-19 21:30:00,NASDAQ:AAPL,189.33,191.95,188.82,191.56,68902985.0
2024-01-22 21:30:00,NASDAQ:AAPL,192.3,195.33,192.26,193.89,60133852.0
2024-01-23 21:30:00,NASDAQ:AAPL,195.02,195.75,193.8299,195.18,42355590.0
2024-01-24 21:30:00,NASDAQ:AAPL,195.42,196.38,194.34,194.5,53631316.0
2024-01-25 21:30:00,NASDAQ:AAPL,195.22,196.2675,193.1125,194.17,54822126.0
2024-01-26 21:30:00,NASDAQ:AAPL,194.27,194.76,191.94,192.42,44594011.0
2024-01-29 21:30:00,NASDAQ:AAPL,192.01,192.2,189.58,191.73,47145622.0
2024-01-30 21:30:00,NASDAQ:AAPL,190.94,191.8,187.47,188.04,55859370.0
2024-01-31 21:30:00,NASDAQ:AAPL,187.04,187.095,184.35,184.4,55467803.0
2024-02-01 21:30:00,NASDAQ:AAPL,183.985,186.95,183.82,186.86,64885408.0
2024-02-02 21:30:00,NASDAQ:AAPL,179.86,187.33,179.25,185.85,102551680.0
2024-02-05 21:30:00,NASDAQ:AAPL,188.15,189.25,185.84,187.68,69668820.0
2024-02-06 21:30:00,NASDAQ:AAPL,186.86,189.31,186.7695,189.3,43490759.0
2024-02-07 21:30:00,NASDAQ:AAPL,190.64,191.05,188.61,189.41,53438955.0
2024-02-08 21:30:00,NASDAQ:AAPL,189.385,189.535,187.35,188.32,40962046.0
2024-02-09 21:30:00,NASDAQ:AAPL,188.65,189.99,188.0,188.85,45155216.0
2024-02-12 21:30:00,NASDAQ:AAPL,188.415,188.67,186.79,187.15,41781934.0
2024-02-13 21:30:00,NASDAQ:AAPL,185.77,186.21,183.5128,185.04,56529529.0
2024-02-14 21:30:00,NASDAQ:AAPL,185.32,185.53,182.44,184.15,54630517.0
2024-02-15 21:30:00,NASDAQ:AAPL,183.55,184.49,181.35,183.86,65434496.0
2024-02-16 21:30:00,NASDAQ:AAPL,183.42,184.85,181.665,182.31,49752465.0
2024-02-20 21:30:00,NASDAQ:AAPL,181.79,182.43,180.0,181.56,53665553.0
2024-02-21 21:30:00,NASDAQ:AAPL,181.94,182.8888,180.66,182.32,41529674.0
2024-02-22 21:30:00,NASDAQ:AAPL,183.48,184.955,182.46,184.37,52292208.0
2024-02-23 21:30:00,NASDAQ:AAPL,185.01,185.04,182.23,182.52,45119677.0
2024-02-26 21:30:00,NASDAQ:AAPL,182.24,182.76,180.65,181.16,40867421.0
2024-02-27 21:30:00,NASDAQ:AAPL,181.1,183.9225,179.56,182.63,54318851.0
2024-02-28 21:30:00,NASDAQ:AAPL,182.51,183.12,180.13,181.42,48953939.0
2024-02-29 21:30:00,NASDAQ:AAPL,181.27,182.57,179.53,180.75,136682597.0
2024-03-01 21:30:00,NASDAQ:AAPL,179.55,180.53,177.38,179.66,73563082.0
2024-03-04 21:30:00,NASDAQ:AAPL,176.15,176.9,173.79,175.1,81510101.0
2024-03-05 21:30:00,NASDAQ:AAPL,170.76,172.04,169.62,170.12,95132355.0
2024-03-06 21:30:00,NASDAQ:AAPL,171.06,171.24,168.68,169.12,68587707.0
2024-03-07 21:30:00,NASDAQ:AAPL,169.15,170.73,168.49,169.0,71765061.0
2024-03-08 21:30:00,NASDAQ:AAPL,169.0,173.7,168.94,170.73,76267041.0
2024-03-11 20:30:00,NASDAQ:AAPL,172.94,174.38,172.05,172.75,60139473.0
2024-03-12 20:30:00,NASDAQ:AAPL,173.15,174.03,171.01,173.23,59825372.0
2024-03-13 20:30:00,NASDAQ:AAPL,172.77,173.185,170.76,171.13,52488692.0
2024-03-14 20:30:00,NASDAQ:AAPL,172.91,174.3078,172.05,173.0,72913507.0
2024-03-15 20:30:00,NASDAQ:AAPL,171.17,172.62,170.285,172.62,121752699.0
2024-03-18 20:30:00,NASDAQ:AAPL,175.57,177.71,173.52,173.72,75604184.0
2024-03-19 20:30:00,NASDAQ:AAPL,174.34,176.605,173.03,176.08,55215244.0
2024-03-20 20:30:00,NASDAQ:AAPL,175.72,178.67,175.09,178.67,53423102.0
2024-03-21 20:30:00,NASDAQ:AAPL,177.05,177.49,170.84,171.37,106181270.0
2024-03-22 20:30:00,NASDAQ:AAPL,171.76,173.05,170.06,172.28,71160138.0
2024-03-25 20:30:00,NASDAQ:AAPL,170.565,171.94,169.45,170.85,54288328.0
2024-03-26 20:30:00,NASDAQ:AAPL,170.0,171.42,169.58,169.71,57388449.0
2024-03-27 20:30:00,NASDAQ:AAPL,170.41,173.6,170.11,173.31,60273265.0
2024-03-28 20:30:00,NASDAQ:AAPL,171.75,172.23,170.51,171.48,65672690.0
2024-04-01 20:30:00,NASDAQ:AAPL,171.19,171.25,169.475,170.03,46240500.0
2024-04-02 20:30:00,NASDAQ:AAPL,169.08,169.34,168.2302,168.84,49329481.0
2024-04-03 20:30:00,NASDAQ:AAPL,168.79,170.68,168.58,169.65,47691715.0
2024-04-04 20:30:00,NASDAQ:AAPL,170.29,171.92,168.82,168.82,53704386.0
2024-04-05 20:30:00,NASDAQ:AAPL,169.59,170.39,168.95,169.58,42104826.0
2024-04-08 20:30:00,NASDAQ:AAPL,169.03,169.2,168.24,168.45,37425513.0
2024-04-09 20:30:00,NASDAQ:AAPL,168.7,170.08,168.35,169.67,42451209.0
2024-04-10 20:30:00,NASDAQ:AAPL,168.8,169.09,167.11,167.78,49709336.0
2024-04-11 20:30:00,NASDAQ:AAPL,168.34,175.46,168.16,175.04,91070275.0
2024-04-12 20:30:00,NASDAQ:AAPL,174.26,178.36,174.21,176.55,101670886.0
2024-04-15 20:30:00,NASDAQ:AAPL,175.36,176.63,172.5,172.69,73531773.0
2024-04-16 20:30:00,NASDAQ:AAPL,171.75,173.76,168.27,169.38,73711235.0
2024-04-17 20:30:00,NASDAQ:AAPL,169.61,170.65,168.0,168.0,50901210.0
2024-04-18 20:30:00,NASDAQ:AAPL,168.03,168.64,166.55,167.04,43122903.0
2024-04-19 20:30:00,NASDAQ:AAPL,166.21,166.4,164.075,165.0,68149377.0
2024-04-22 20:30:00,NASDAQ:AAPL,165.515,167.26,164.77,165.84,48116443.0
2024-04-23 20:30:00,NASDAQ:AAPL,165.35,167.05,164.92,166.9,49537761.0
2024-04-24 20:30:00,NASDAQ:AAPL,166.54,169.3,166.21,169.02,48251835.0
2024-04-25 20:30:00,NASDAQ:AAPL,169.525,170.61,168.1511,169.89,50558329.0
2024-04-26 20:30:00,NASDAQ:AAPL,169.88,171.34,169.18,169.3,44838354.0
2024-04-29 20:30:00,NASDAQ:AAPL,173.37,176.03,173.1,173.5,68169419.0
2024-04-30 20:30:00,NASDAQ:AAPL,173.33,174.99,170.0,170.33,65934776.0
2024-05-01 20:30:00,NASDAQ:AAPL,169.58,172.705,169.11,169.3,50383147.0
2024-05-02 20:30:00,NASDAQ:AAPL,172.51,173.415,170.89,173.03,94214915.0
2024-05-03 20:30:00,NASDAQ:AAPL,186.645,187.0,182.66,183.38,163224109.0
2024-05-06 20:30:00,NASDAQ:AAPL,182.354,184.2,180.42,181.71,78569667.0
2024-05-07 20:30:00,NASDAQ:AAPL,183.45,184.9,181.32,182.4,77305771.0
2024-05-08 20:30:00,NASDAQ:AAPL,182.85,183.07,181.45,182.74,45057087.0
2024-05-09 20:30:00,NASDAQ:AAPL,182.56,184.66,182.11,184.57,48982972.0
2024-05-10 20:30:00,NASDAQ:AAPL,184.9,185.09,182.13,183.05,50759496.0
2024-05-13 20:30:00,NASDAQ:AAPL,185.435,187.1,184.62,186.28,72044809.0
2024-05-14 20:30:00,NASDAQ:AAPL,187.51,188.3,186.29,187.43,52393619.0
2024-05-15 20:30:00,NASDAQ:AAPL,187.91,190.65,187.37,189.72,70399988.0
2024-05-16 20:30:00,NASDAQ:AAPL,190.47,191.095,189.6601,189.84,52845230.0
2024-05-17 20:30:00,NASDAQ:AAPL,189.51,190.81,189.18,189.87,41282925.0
2024-05-20 20:30:00,NASDAQ:AAPL,189.325,191.9199,189.01,191.04,44361275.0
2024-05-21 20:30:00,NASDAQ:AAPL,191.09,192.73,190.9201,192.35,42309401.0
2024-05-22 20:30:00,NASDAQ:AAPL,192.265,192.8231,190.27,190.9,34648547.0
2024-05-23 20:30:00,NASDAQ:AAPL,190.98,191.0,186.625,186.88,51005924.0
2024-05-24 20:30:00,NASDAQ:AAPL,188.82,190.58,188.0404,189.98,36326975.0
2024-05-28 20:30:00,NASDAQ:AAPL,191.51,193.0,189.1,189.99,52280051.0
2024-05-29 20:30:00,NASDAQ:AAPL,189.61,192.247,189.51,190.29,53068016.0
2024-05-30 20:30:00,NASDAQ:AAPL,190.76,192.18,190.63,191.29,49947941.0
2024-05-31 20:30:00,NASDAQ:AAPL,191.44,192.57,189.91,192.25,75158277.0
2024-06-03 20:30:00,NASDAQ:AAPL,192.9,194.99,192.52,194.03,50080539.0
2024-06-04 20:30:00,NASDAQ:AAPL,194.635,195.32,193.0342,194.35,47471445.0
2024-06-05 20:30:00,NASDAQ:AAPL,195.4,196.9,194.87,195.87,54156785.0
2024-06-06 20:30:00,NASDAQ:AAPL,195.685,196.5,194.17,194.48,41181753.0
2024-06-07 20:30:00,NASDAQ:AAPL,194.65,196.94,194.14,196.89,53103912.0
2024-06-10 20:30:00,NASDAQ:AAPL,196.9,197.3,192.15,193.12,97262077.0
2024-06-11 20:30:00,NASDAQ:AAPL,193.65,207.16,193.63,207.15,172373296.0
2024-06-12 20:30:00,NASDAQ:AAPL,207.37,220.2,206.9,213.07,198134293.0
2024-06-13 20:30:00,NASDAQ:AAPL,214.74,216.75,211.6,214.24,97862729.0
2024-06-14 20:30:00,NASDAQ:AAPL,213.85,215.17,211.3,212.49,70122748.0
2024-06-17 20:30:00,NASDAQ:AAPL,213.37,218.95,212.72,216.67,93728300.0
2024-06-18 20:30:00,NASDAQ:AAPL,217.59,218.63,213.0,214.29,79943254.0
2024-06-20 20:30:00,NASDAQ:AAPL,213.93,214.24,208.85,209.68,86172451.0
2024-06-21 20:30:00,NASDAQ:AAPL,210.39,211.89,207.11,207.49,246421353.0
2024-06-24 20:30:00,NASDAQ:AAPL,207.72,212.7,206.59,208.14,80727006.0
2024-06-25 20:30:00,NASDAQ:AAPL,209.15,211.38,208.61,209.07,56713868.0
2024-06-26 20:30:00,NASDAQ:AAPL,211.5,214.86,210.64,213.25,66213186.0
2024-06-27 20:30:00,NASDAQ:AAPL,214.69,215.7395,212.35,214.1,49772707.0
2024-06-28 20:30:00,NASDAQ:AAPL,215.77,216.07,210.3,210.62,82542718.0
2024-07-01 20:30:00,NASDAQ:AAPL,212.09,217.51,211.92,216.75,60402929.0
2024-07-02 20:30:00,NASDAQ:AAPL,216.15,220.38,215.1,220.27,58046178.0
2024-07-03 20:30:00,NASDAQ:AAPL,220.0,221.55,219.03,221.55,37369801.0
2024-07-05 20:30:00,NASDAQ:AAPL,221.65,226.45,221.65,226.34,60412408.0
